HYAR,x,y,Slope_100,Slope_200,Slope_300,Slope_400,Slope_500,Slope_600,Slope_700,Slope_800,Slope_900,Slope_1000,Slope_1100,Slope_1200,Water_100,Water_200,Water_300,Water_400,Water_500,Water_600,Water_700,Water_800,Water_900,Water_1000,Water_1100,Water_1200,PREC_100,PREC_200,PREC_300,PREC_400,PREC_500,PREC_600,PREC_700,PREC_800,PREC_900,PREC_1000,PREC_1100,PREC_1200
0,469567.3706,3487389.115,4.080319545,7.749079425,10.12608939,10.33623553,10.54502435,11.1321859,11.17522627,11.2555972,11.29710453,11.44136092,11.88457964,12.53080815,0,0,0,0,0,0,0,0,0,0,0,0,521.1407867,521.1407943,521.1408112,521.1412698,521.1548005,521.2033266,521.2785899,521.3675595,521.4647157,521.570187,521.667609,521.7688099
1,468607.3706,3483819.115,13.23002842,18.67093528,19.09464245,19.18394398,19.87511806,19.93308505,19.61654923,19.84453196,20.1514889,19.98730119,20.0542482,20.2680337,0,0,0,0,0,0,0,0,0,0,0,0,545.4792827,545.4792797,545.4768563,545.3930507,545.1741794,544.8693073,544.4947877,544.103555,543.7074437,543.2930361,542.9077447,542.5017501
0,469597.3706,3482079.115,11.04314784,13.34849786,17.16100004,16.98304168,17.04902212,17.56608084,17.38002875,17.33304205,17.33776326,17.62152568,18.11945232,18.47456935,0,0,0,0,0,0,0,0,0,0,0,0,522.2121104,522.2121074,522.2253618,522.2657334,522.3108255,522.3648924,522.4338655,522.5099881,522.5899717,522.6743995,522.7473146,522.8115494
1,467077.3706,3484449.115,6.612195988,6.959585283,9.152577639,9.891616752,9.9642961,10.00698396,10.75928975,12.06064549,13.84125384,14.9765857,15.79565813,16.16090666,0,0,0,0,0,0,0,0,0,0,0,0,539.9470132,539.9470041,539.9469943,539.9461904,539.950776,539.9775997,540.0306108,540.0796755,540.118257,540.1435627,540.1557287,540.1576035
0,465427.3706,3485049.115,12.43472197,17.51373924,17.78809496,16.98978595,15.82501146,15.54250552,15.47050493,15.10976077,14.86802557,14.99261608,15.0966248,15.18332766,0,0,0,0,0,0,0,0,0,0,0,0,537.1738314,537.0477602,536.9121515,536.8313177,536.7612195,536.7041829,536.6568801,536.6064222,536.5593366,536.5173976,536.4795162,536.441517
0,463627.3706,3483879.115,10.45816333,14.18989489,19.35264717,18.61513921,17.43197999,16.99463921,16.19364658,15.93121884,15.8247298,15.9773875,16.2573647,16.75295246,0,0,0,0,0,0,0,0,0.000708968,0.001141227,0.000951249,0.00079602,525.5837765,525.6179778,525.6578644,525.7158425,525.8022929,525.8982412,526.00225,526.1221732,526.2546892,526.3939257,526.5186463,526.6476002
1,462007.3706,3482709.115,6.688777278,9.78154694,10.22287524,11.92601089,13.69839675,15.78939593,17.2597013,17.84026319,18.34993187,18.91801459,19.01282916,19.20830656,0,0,0,0,0,0,0,0,0,0,0,0.000597015,513.1868072,513.1828584,513.1786144,513.1747779,513.1782053,513.1976549,513.2405225,513.3005121,513.3659019,513.4231389,513.4655605,513.5017684
1,460027.3706,3481179.115,6.3528885,5.879619767,6.755876222,6.725659031,7.019835447,7.227321866,7.441762732,7.616416401,7.921736568,8.117719883,8.468744184,8.913868356,0,0,0,0,0,0,0,0,0,0,0,0,472.6627923,472.6627906,472.6784744,472.7395696,472.8397543,472.9689476,473.119667,473.2941865,473.5065119,473.7664282,474.0324211,474.3364259
1,465847.3706,3487209.115,4.12450108,4.618735647,4.638332329,5.111198414,5.865261045,6.581839589,7.202120839,7.656726814,8.121866691,8.422031412,8.873298452,9.415733617,0,0,0,0,0,0,0,0,0,0,0,0,544.3170183,544.3229882,544.3483894,544.3230924,544.2151697,544.0575084,543.8679816,543.6585866,543.4344593,543.1889592,542.9542409,542.6985306
0,465427.3706,3489069.115,6.291152393,8.297452779,9.664582438,12.22650617,15.28141858,17.67214128,19.07991655,19.92390566,19.78554871,19.4244319,19.07034736,18.87978734,0,0,0,0,0,0,0,0,0,0,0,0,534.5979499,534.5979543,534.5896897,534.5208453,534.3804811,534.1995639,533.9758236,533.7042715,533.3980725,533.0526664,532.7123063,532.3161459
0,465847.3706,3490329.115,12.13560671,12.61781012,15.35872073,15.62849179,15.90785755,15.92219673,16.05564201,16.25789025,16.73609827,16.9078909,17.12983758,17.42098619,0,0,0,0,0,0,0,0,0,0,0,0,510.7252131,510.7292995,510.7535828,510.7862369,510.8267669,510.8687043,510.9099831,510.9362626,510.9431694,510.9315768,510.9143485,510.893607
1,463927.3706,3489279.115,10.20148524,13.31190059,13.64792602,13.18031661,13.26131806,13.49073555,13.37233402,13.21732158,13.25874037,14.38692523,15.25058042,15.8596367,0,0,0,0,0,0,0,0,0,0,0,0,536.68363,536.6836325,536.683634,536.6828829,536.6820588,536.6550367,536.5721218,536.4493454,536.2902189,536.0939148,535.890118,535.6486605
1,540187.3706,3539379.115,3.557914379,3.633501681,4.296194543,4.541300596,5.395243224,6.11933362,6.718293076,6.981226318,7.094126941,7.242232873,7.283512305,7.336001093,0.513513514,0.394160584,0.353312303,0.379746835,0.304446978,0.246618934,0.200117028,0.170174653,0.149237859,0.134379458,0.124851367,0.114626866,357.7585466,357.8352267,357.9308843,358.0298314,358.1428572,358.251842,358.3595675,358.4710143,358.5877418,358.7148618,358.8373632,358.972519
1,538507.3706,3540219.115,6.857464545,7.370772434,7.379724035,7.003162256,6.974276071,6.939470221,6.990438248,6.859510367,6.83595323,6.800261339,6.833982388,6.896724208,0.675675676,0.525547445,0.444794953,0.381555154,0.297605473,0.261734288,0.241661791,0.210479176,0.184686281,0.163195435,0.147681332,0.134129353,356.9546113,356.9295688,356.8949599,356.865532,356.8401599,356.8238487,356.8162311,356.828025,356.8589537,356.9082619,356.9649154,357.033212
0,536137.3706,3541779.115,6.647804481,5.452467233,6.874549569,7.437850333,7.899786167,8.309836254,8.270851129,8.291304057,8.081715264,7.895321032,7.783922573,7.650398643,0.486486486,0.518248175,0.416403785,0.365280289,0.303306727,0.241845664,0.195435927,0.161218092,0.133995037,0.118402282,0.111296076,0.105074627,351.3970353,351.4013238,351.4073959,351.4144902,351.4352303,351.4665655,351.5059931,351.5492272,351.5948772,351.6457348,351.6947308,351.7492253
0,532207.3706,3543039.115,10.79263251,8.027305523,7.983891169,7.64551395,7.435529478,7.834011306,8.104079653,8.079694692,8.210082576,8.457702978,8.684312973,8.819353095,0,0.182481752,0.205047319,0.179023508,0.136830103,0.121718377,0.115857226,0.113748321,0.110953563,0.103566334,0.095362663,0.0839801,343.0364998,343.056932,343.0870043,343.1241424,343.169685,343.2161468,343.2637721,343.3162072,343.3766154,343.4472406,343.5176155,343.596012
0,484987.3706,3508659.115,1.929451461,2.793838763,2.956704604,3.214382667,3.479368967,3.779892418,3.992053876,4.167618943,4.392783057,4.567029268,4.712673397,4.910335381,0.702702703,0.518248175,0.413249211,0.289330922,0.262257697,0.239459029,0.201287303,0.177339901,0.155618575,0.138088445,0.12175981,0.110049751,376.6492631,376.6608686,376.6735402,376.6851451,376.7046623,376.7342534,376.778388,376.8337679,376.8988523,376.976896,377.0562915,377.1473067
0,507067.3706,3511599.115,10.33590584,12.48871883,12.80806818,11.93374769,11.55979647,11.35001036,11.50908277,11.64691504,11.91772361,12.56188017,13.3811502,14.06412629,0,0,0.066246057,0.090415913,0.101482326,0.101034208,0.091281451,0.081504702,0.074441687,0.065049929,0.060642093,0.052736318,415.8392598,415.832242,415.872502,416.0052841,416.1900041,416.3926135,416.6085802,416.8392958,417.0963729,417.3913348,417.6839336,418.0151531
1,535477.3706,3510999.115,5.36100297,4.721651899,4.043892914,4.334720585,4.545460376,4.763961556,4.698152849,4.678171054,4.63314814,4.711846216,4.746369155,4.762684379,0.432432432,0.153284672,0.066246057,0.037974684,0.023945268,0.016706444,0.012287888,0.009404389,0.007444169,0.005991441,0.004994055,0.004179104,396.1385061,396.1507107,396.1666725,396.1816244,396.1982757,396.2141963,396.2298887,396.2460551,396.2626335,396.2790758,396.2927019,396.3043418
0,531187.3706,3506469.115,5.845530897,6.292921719,6.029001325,6.046448984,5.95551743,6.059624739,6.196007136,6.181617146,6.276476397,6.494596614,6.527139937,6.578574929,0.702702703,0.328467153,0.14511041,0.08318264,0.058152794,0.046937152,0.03978935,0.034930587,0.02764977,0.022253923,0.018549346,0.015522388,424.1762869,424.1763096,424.1766363,424.1771644,424.1808733,424.1897691,424.2029586,424.218795,424.234526,424.248605,424.2595192,424.2690372
1,529867.3706,3506859.115,5.599932493,7.483242854,7.569226644,7.995441432,8.565061856,8.528346695,8.332333974,8.312923991,8.371304303,8.382578945,8.422022503,8.395997732,0.540540541,0.182481752,0.078864353,0.045207957,0.028506271,0.019888624,0.014628438,0.011195701,0.008862106,0.007132668,0.005945303,0.005970149,431.3559521,431.35228,431.3297882,431.2993522,431.2421841,431.1615549,431.0654214,430.9616649,430.8540318,430.7396463,430.6360233,430.5289059
1,529057.3706,3507879.115,5.71505505,6.949932986,7.698001518,7.729356231,8.278553288,8.013587969,7.973145843,8.004069759,8.2249711,8.191886626,8.169796493,8.446499808,0.594594595,0.313868613,0.135646688,0.077757685,0.049030787,0.034208433,0.025160913,0.019256605,0.015242822,0.012268188,0.010225922,0.009353234,436.3299519,436.3277278,436.29902,436.2312737,436.1281999,436.0117523,435.885697,435.746276,435.5942233,435.4241135,435.2600275,435.0789551
1,531337.3706,3508479.115,6.673474431,7.592358218,8.148975504,8.369437,8.154664323,7.962787731,8.253005365,8.256602309,8.235584288,8.344785166,8.356503851,8.3527823,0.432432432,0.211678832,0.123028391,0.070524412,0.044469783,0.031026253,0.022820363,0.017465293,0.013824885,0.011126961,0.009274673,0.007761194,422.7559064,422.7559068,422.7555747,422.7498759,422.7315929,422.7045974,422.6681025,422.6215667,422.5679299,422.506539,422.4467232,422.3810523
0,528547.3706,3510189.115,3.362945199,6.805654155,9.05763068,9.435278228,9.977986352,9.958354207,10.09808213,10.32598862,10.45168647,10.58642065,10.64087054,10.73279524,0.432432432,0.138686131,0.075709779,0.056057866,0.035347777,0.024661893,0.018139263,0.013882669,0.010989011,0.008844508,0.007372176,0.006169154,430.0593649,430.0593812,430.0674526,430.0862468,430.1110439,430.137369,430.164913,430.1935869,430.224139,430.2586518,430.293737,430.3348356
1,539047.3706,3479289.115,5.952452648,4.823516271,4.548049434,4.651133543,4.859050293,4.821378474,4.934600169,5.116201574,5.307126762,5.354396675,5.409603164,5.484766364,0.756756757,0.306569343,0.138801262,0.079566004,0.061573546,0.050119332,0.045640726,0.049261084,0.045373981,0.038516405,0.033055886,0.028258706,442.9500534,442.9500534,442.9499548,442.9468061,442.9405419,442.9331997,442.9298782,442.9351029,442.9503755,442.9759905,443.0059594,443.0450137
1,539617.3706,3476859.115,6.913262809,5.160629217,5.833106661,5.5088509,5.400116467,5.438732116,5.311502025,5.37312233,5.538574337,5.582596365,5.592583082,5.65118849,0.513513514,0.540145985,0.466876972,0.35443038,0.316989738,0.268894193,0.216500878,0.178683386,0.151364764,0.127817404,0.11391201,0.099303483,437.8093699,437.8347326,437.8674342,437.8983808,437.9330507,437.9663866,437.9993955,438.0334411,438.0680191,438.1061215,438.1438049,438.1860729
1,539857.3706,3476109.115,6.397731027,6.388128937,6.363483215,6.252681431,6.106237505,5.942662135,5.810309438,5.820798789,5.835307202,5.77857454,5.739150614,5.687501677,0.432432432,0.218978102,0.160883281,0.142857143,0.13340935,0.132060461,0.138677589,0.122704881,0.107763205,0.090727532,0.077764566,0.069850746,437.2663863,437.2663866,437.2666303,437.2695561,437.2748685,437.2817329,437.291516,437.3051751,437.322818,437.3448249,437.3678066,437.3961329
1,539557.3706,3474579.115,3.88400602,3.721365876,4.413329804,4.556787983,4.628382335,4.700991068,4.814949191,5.073281879,5.179199121,5.216188317,5.244476177,5.247397179,0.405405405,0.364963504,0.176656151,0.101265823,0.063854048,0.044550517,0.0327677,0.02507837,0.019851117,0.015977175,0.013317479,0.012139303,435.9262489,435.9386848,435.9544994,435.9692591,435.9857336,436.0014109,436.0165036,436.0317832,436.0483066,436.0687112,436.0910088,436.1179962
1,539047.3706,3473259.115,3.629374272,3.289023517,4.240702602,4.413538591,4.504160899,4.490195926,4.528504065,4.700620684,4.911806844,4.951833656,4.9806441,5.044914037,0.594594595,0.386861314,0.186119874,0.106690778,0.0672748,0.046937152,0.034523113,0.026421854,0.021623538,0.021398003,0.021165279,0.020298507,434.7524125,434.7524011,434.7536948,434.7613428,434.7731617,434.7867972,434.8039604,434.8249056,434.8483765,434.8747889,434.9007538,434.9310469
1,541267.3706,3479109.115,6.596009504,5.985099676,5.804676357,5.595685333,5.636788001,5.58568877,5.732444551,5.761496797,5.704189048,5.668692494,5.713205815,5.738736803,0.351351351,0.182481752,0.141955836,0.097649186,0.061573546,0.042959427,0.031597425,0.024182714,0.019142148,0.015406562,0.012841855,0.010746269,442.9911491,442.9992199,443.01461,443.0305469,443.048693,443.066104,443.0831541,443.1021254,443.1242705,443.1523931,443.1854595,443.2280245
1,537127.3706,3470289.115,4.301880266,4.471894986,4.654221128,5.013517932,5.079817535,5.346897897,5.536641078,5.541044254,5.588470655,5.823780969,5.969509756,6.020688462,0.567567568,0.328467153,0.148264984,0.084990958,0.05359179,0.037390613,0.027501463,0.021047918,0.016660759,0.013409415,0.01117717,0.009353234,433.2077158,433.2099788,433.219556,433.2309573,433.2446792,433.258738,433.2732509,433.2894721,433.3073377,433.3280547,433.3512911,433.3805478
0,532507.3706,3472179.115,4.237294397,5.945963426,6.680863021,6.972435781,7.289965031,7.380731865,7.612817978,8.149604582,8.619646368,9.081462708,9.469139838,9.57046118,0.135135135,0.03649635,0.015772871,0.009041591,0.005701254,0.003977725,0.002925688,0.00223914,0.001772421,0.001426534,0.001189061,0.000995025,458.0900772,458.1466677,458.2104566,458.2682689,458.3320996,458.3925226,458.4518259,458.5124256,458.575335,458.6504076,458.7307719,458.8274572
0,535147.3706,3482559.115,3.95283508,4.849600565,5.561408714,5.402429989,5.778425882,5.852706934,5.847740752,5.860761856,5.891311309,5.939247543,6.019907905,5.948635827,0.459459459,0.204379562,0.088328076,0.050632911,0.031927024,0.022275259,0.01638385,0.012539185,0.009925558,0.007988588,0.00665874,0.005970149,459.4254843,459.4254814,459.4243875,459.4112929,459.3863773,459.3562439,459.3226338,459.289247,459.2550067,459.2165556,459.1788938,459.1366889
1,538087.3706,3517779.115,6.560184485,6.025359825,5.402090597,5.234684015,5.077937624,4.959408215,4.860650847,4.759406468,4.749957522,4.776226414,4.716192319,4.650140854,0.621621622,0.379562044,0.261829653,0.220614828,0.1995439,0.167064439,0.126974839,0.099865652,0.091102446,0.081027104,0.071819263,0.064875622,387.0834342,387.0834333,387.0843285,387.0879024,387.0927889,387.097927,387.1032614,387.1090632,387.1152829,387.122208,387.1295517,387.1392611
0,537307.3706,3516849.115,4.174345931,5.163347843,5.55741812,5.141423159,4.924795056,5.073639399,4.882006958,4.75374412,4.734471542,4.691058989,4.612934407,4.563939728,0.648648649,0.467153285,0.299684543,0.283905967,0.242873432,0.186953063,0.152135752,0.127183162,0.112725984,0.102425107,0.095124851,0.090348259,388.5550017,388.5550007,388.5560556,388.5610068,388.5702925,388.5826371,388.5987998,388.6182347,388.6399397,388.664428,388.6885823,388.7165743
1,538957.3706,3521889.115,6.884084394,5.840045308,5.412244709,5.15669158,5.081481859,5.083531856,5.197379637,5.191355621,5.135715426,5.092890747,5.131585759,5.076258957,0.72972973,0.496350365,0.315457413,0.189873418,0.139110604,0.123309467,0.103569339,0.087774295,0.079049982,0.071326676,0.068489893,0.065870647,389.655327,389.6539941,389.6432743,389.6291236,389.6135064,389.605332,389.6079433,389.6179679,389.634964,389.6589676,389.6860714,389.7198946
0,543097.3706,3528219.115,8.746091404,7.870824729,8.025677093,9.438990467,10.85348913,11.47131709,11.98946296,12.19408802,12.6401726,12.55194041,12.42327068,12.45946325,0.27027027,0.138686131,0.094637224,0.057866184,0.036488027,0.027048528,0.02106495,0.018360949,0.017369727,0.016547789,0.014268728,0.012935323,372.5540095,372.5540099,372.5532029,372.5428056,372.5208523,372.4941576,372.4788656,372.4831738,372.5065633,372.549335,372.601855,372.6777229
1,548857.3706,3497139.115,5.263093475,6.20408383,6.947481821,7.511412635,8.274838636,8.254011067,8.375708872,8.650035416,8.680508409,8.864426734,8.817476161,8.512041592,0.594594595,0.437956204,0.372239748,0.276672694,0.181299886,0.131264916,0.098303101,0.07523511,0.05955335,0.047931526,0.039952438,0.035621891,379.5179212,379.5314906,379.5312834,379.5245579,379.5184417,379.5139427,379.5111193,379.5152299,379.5258147,379.5441909,379.5767594,379.6279577
1,537607.3706,3498279.115,5.721308518,4.708572109,4.841407358,5.18353648,5.327967845,5.03539283,5.059894957,5.11099524,4.996453384,5.02399991,5.071911046,5.110792855,0.621621622,0.291970803,0.132492114,0.075949367,0.047890536,0.033412888,0.024575775,0.018808777,0.015242822,0.016833096,0.015457788,0.013930348,448.3029356,448.3029342,448.302909,448.3018334,448.2974121,448.2871714,448.2703233,448.249285,448.2247515,448.1963835,448.1678025,448.1345863
1,538957.3706,3498009.115,6.770565613,5.208985484,4.763207744,4.37850841,4.246468546,4.409705408,4.535326517,4.511453233,4.531493176,4.638518612,4.710256953,4.703199108,0.594594595,0.211678832,0.09148265,0.054249548,0.063854048,0.056483691,0.044470451,0.036274071,0.028713222,0.023109843,0.020214031,0.018507463,442.6842915,442.6810174,442.6758661,442.6651643,442.6503345,442.6341552,442.6158582,442.5954911,442.5738479,442.550425,442.5282607,442.5037344
1,552547.3706,3570459.115,33.28678857,31.24323797,29.53265149,27.86488575,25.65170138,24.23505355,24.48718494,24.32969552,24.25924894,24.13795276,23.54977135,23.60549086,0.081081081,0.02189781,0.009463722,0.005424955,0.003420753,0.002386635,0.001755413,0.001343484,0.001063453,0.00085592,0.000713436,0.000597015,365.0157133,365.2040203,365.4228736,365.6255087,365.8620838,366.0959679,366.3385247,366.6032424,366.8935273,367.2324378,367.5737386,367.9573172
0,528997.3706,3567519.115,4.387485266,3.431319428,3.277035775,3.440367561,3.615329933,3.899860794,4.220262369,4.603435656,4.882870827,5.072540263,5.251857208,5.479850419,0.297297297,0.080291971,0.034700315,0.019891501,0.012542759,0.008750994,0.006436513,0.006717421,0.005317263,0.004279601,0.003567182,0.002985075,329.1409673,329.1859808,329.2441813,329.3160729,329.4084028,329.5044318,329.6038339,329.7092844,329.8210891,329.9503095,330.0830602,330.2377462
0,529777.3706,3567489.115,4.041859794,5.177907349,5.812871167,5.965728374,5.604188129,5.328663168,5.28506042,5.315966132,5.4989993,5.923945346,6.552058242,7.639813146,0.108108108,0.02919708,0.012618297,0.007233273,0.004561003,0.00318218,0.002925688,0.005373936,0.005317263,0.004279601,0.003567182,0.002985075,330.5888589,330.6389552,330.7125079,330.8088479,330.9304938,331.0572732,331.1890365,331.3334531,331.498443,331.6997175,331.912655,332.1646553
1,538807.3706,3578949.115,5.776615958,8.712396124,13.20042635,15.01116094,16.62249429,17.45376159,18.2599829,18.35979331,18.17506982,18.05570139,17.72581413,17.36991605,0.189189189,0.051094891,0.022082019,0.012658228,0.007981756,0.005568815,0.004095963,0.003134796,0.00248139,0.001997147,0.001664685,0.001393035,398.2010754,398.2010752,398.2010758,398.2027502,398.2343047,398.3085048,398.4295938,398.5878612,398.7739399,398.9900179,399.2031681,399.4411953
1,542617.3706,3584769.115,15.652378,23.52462542,27.89651966,26.93282484,25.18951614,23.79950528,22.85251059,22.7143223,23.04323759,23.58749716,23.97476079,24.06959441,0.216216216,0.080291971,0.034700315,0.019891501,0.012542759,0.008750994,0.006436513,0.004926108,0.003899326,0.003138374,0.002615933,0.002189055,368.3911487,368.4301564,368.5078442,368.597399,368.7136395,368.8354112,368.9599731,369.0863584,369.211416,369.3503874,369.4883828,369.6497308
0,543337.3706,3590409.115,16.17149219,13.14261542,13.57702599,14.04359181,14.04170029,14.14073472,14.47739891,14.75974368,14.75338907,14.93739877,14.77173121,14.20595871,0.189189189,0.065693431,0.028391167,0.016274864,0.010262258,0.007159905,0.005266238,0.004030452,0.003190358,0.00256776,0.002140309,0.001791045,351.5442752,351.54499,351.5455684,351.5437364,351.5399639,351.5354795,351.5318247,351.5292582,351.5278523,351.5272525,351.5266435,351.5260017
0,541297.3706,3591609.115,8.927663631,9.037836946,7.657001934,7.609268379,7.812055236,7.858779078,8.071750355,8.216882789,8.222717475,8.139604075,8.011590392,7.942858542,0.243243243,0.080291971,0.034700315,0.019891501,0.012542759,0.011137629,0.008777063,0.006717421,0.005317263,0.004279601,0.003567182,0.002985075,353.4082658,353.4082657,353.4108874,353.4230404,353.4437334,353.4689077,353.5222562,353.6154096,353.7419946,353.9045924,354.0737043,354.270116
0,540757.3706,3591609.115,7.859646866,8.859409412,7.946271619,8.058357175,7.859265661,8.239549462,8.781465085,8.928805365,8.751962718,8.797473171,8.976204494,8.995312436,0.108108108,0.02919708,0.012618297,0.007233273,0.007981756,0.011933174,0.008777063,0.006717421,0.005317263,0.004279601,0.003567182,0.002985075,355.5289637,355.7326567,355.9657442,356.1844788,356.4353994,356.678129,356.9203526,357.1753808,357.4313825,357.6856816,357.9114679,358.1421886
1,518827.3706,3592269.115,16.12456552,19.70070389,24.5173122,28.27489857,31.4554659,34.24797424,35.31496276,36.16262412,36.956108,38.47055662,39.47643911,39.76985776,0.216216216,0.058394161,0.025236593,0.014466546,0.009122007,0.00636436,0.0046811,0.003582624,0.002835874,0.002282454,0.001902497,0.00159204,736.3353304,736.4947599,736.7813907,737.0731175,737.4017156,737.7214626,738.039519,738.3679081,738.7133559,739.0889293,739.4568231,739.8706391
1,522667.3706,3589329.115,20.19483838,20.80030391,23.86345192,25.76521354,26.10925595,26.66790445,27.29742138,29.33739423,31.02674597,32.66331383,33.75244194,34.44732247,0.054054054,0.02919708,0.012618297,0.007233273,0.004561003,0.00318218,0.002925688,0.002686968,0.002126905,0.00171184,0.001426873,0.00119403,924.4855231,923.9548055,923.1656157,922.3800928,921.4557148,920.529909,919.5901159,918.5659067,917.4428066,916.1015408,914.6632928,912.9241256
1,519877.3706,3600969.115,23.3742759,26.67668357,32.75391088,34.76466542,35.10157486,34.51283748,34.20599577,33.94502665,33.68174975,33.44933794,33.21360026,32.71492426,0.081081081,0.02189781,0.009463722,0.005424955,0.003420753,0.002386635,0.0046811,0.008956561,0.010280043,0.009985735,0.009036861,0.007761194,509.6025473,509.6025591,509.6025696,509.6275846,509.7316955,509.9537334,510.3079468,510.7434324,511.2407576,511.8063825,512.3607007,512.980403
1,519427.3706,3601599.115,36.92869636,41.0025135,39.4073356,38.94312278,38.95408707,38.46509507,37.18868858,35.83959023,35.35955605,34.67431522,33.80518529,33.16646106,0.513513514,0.197080292,0.100946372,0.065099458,0.043329532,0.031026253,0.0234055,0.019256605,0.018787664,0.017118402,0.0156956,0.015721393,492.9214321,492.9560732,493.1510507,493.4166019,493.7374167,494.0642644,494.400681,494.7581025,495.1439497,495.5853226,496.047563,496.5970506
1,518647.3706,3602259.115,22.78614159,31.70532464,35.45196473,35.16940374,35.12115879,34.78989096,34.14416661,33.58551311,33.50464304,33.4429083,33.15817442,32.80338454,0.27027027,0.233576642,0.151419558,0.104882459,0.072976055,0.055688146,0.041544763,0.033587103,0.028713222,0.025677603,0.024019025,0.021094527,474.717997,474.842941,475.0874578,475.3437434,475.6346784,475.9188134,476.2019751,476.4885748,476.7699131,477.0776444,477.4044111,477.8076241
1,518227.3706,3602529.115,31.41889466,38.27045568,35.8737659,35.47799702,35.44227505,35.47014009,33.65640852,32.29113188,31.92822951,31.90895489,31.98990568,31.87005689,0.216216216,0.124087591,0.072555205,0.068716094,0.054732041,0.041368337,0.035693388,0.030004478,0.023750443,0.019115549,0.016646849,0.014129353,467.769848,467.7698518,467.8306743,467.9540553,468.1146392,468.2868811,468.4806211,468.6985506,468.9503218,469.2503233,469.555394,469.9064611
