ELKI,x,y,Forest_100,Forest_200,Forest_300,Forest_400,Forest_500,Forest_600,Forest_700,Forest_800,Forest_900,Forest_1000,Forest_1100,Forest_1200,Grass_100,Grass_200,Grass_300,Grass_400,Grass_500,Grass_600,Grass_700,Grass_800,Grass_900,Grass_1000,Grass_1100,Grass_1200,Water_100,Water_200,Water_300,Water_400,Water_500,Water_600,Water_700,Water_800,Water_900,Water_1000,Water_1100,Water_1200,PREC_100,PREC_200,PREC_300,PREC_400,PREC_500,PREC_600,PREC_700,PREC_800,PREC_900,PREC_1000,PREC_1100,PREC_1200
0,533617.3706,3476529.115,0.162162162,0.167883212,0.19873817,0.200723327,0.156214367,0.14638027,0.17378584,0.180474698,0.160935838,0.1489301,0.141498216,0.133532338,0.837837838,0.635036496,0.615141956,0.556962025,0.578107184,0.564041368,0.539496782,0.520824004,0.524991138,0.536091298,0.539595719,0.544875622,0,0,0,0,0,0,0,0,0,0,0,0,461.5395928,461.5395933,461.5373179,461.5261851,461.5094277,461.4909425,461.4714499,461.4501268,461.4264524,461.3996007,461.3730463,461.343199
1,539347.3706,3472329.115,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.974763407,0.91681736,0.912200684,0.908512331,0.902867174,0.908195253,0.911024459,0.913552068,0.913198573,0.908457711,0,0,0.025236593,0.066907776,0.0672748,0.066825776,0.067875951,0.062248097,0.058489897,0.054493581,0.053983353,0.055522388,433.6703104,433.670336,433.6709847,433.6773116,433.6895042,433.7053963,433.7266581,433.7519803,433.7801032,433.8114894,433.8419886,433.8765547
1,543127.3706,3472179.115,0.135135135,0.240875912,0.167192429,0.184448463,0.142531357,0.144789181,0.119953189,0.095835199,0.08224034,0.078174037,0.070868014,0.065074627,0.783783784,0.576642336,0.583596215,0.582278481,0.591790194,0.568814638,0.57519017,0.618002687,0.627791563,0.620827389,0.638287753,0.647960199,0,0,0,0,0,0,0,0,0,0,0,0,440.0300243,440.0272872,440.0243332,440.0210152,440.0136219,440.004024,439.9930146,439.9809161,439.9681283,439.9540784,439.9395324,439.9224233
0,545497.3706,3474699.115,0,0.01459854,0.09148265,0.101265823,0.131128848,0.126491647,0.138677589,0.136139722,0.129386742,0.134094151,0.123424495,0.114626866,0.783783784,0.664233577,0.533123028,0.517179024,0.515393387,0.503579952,0.478057343,0.47156292,0.463310883,0.45363766,0.466825208,0.487562189,0,0,0,0,0,0,0,0,0,0,0,0,448.8502321,448.85023,448.850157,448.8496373,448.8508556,448.8525774,448.8544073,448.8592663,448.8680474,448.8806157,448.8949331,448.9130091
0,545077.3706,3477909.115,0.459459459,0.357664234,0.242902208,0.211573237,0.184720639,0.180588703,0.177881802,0.193013883,0.18291386,0.171754636,0.161712247,0.153432836,0.189189189,0.204379562,0.283911672,0.305605787,0.335233751,0.337311058,0.332358104,0.326914465,0.315136476,0.310984308,0.311533888,0.308656716,0,0,0,0,0,0,0,0,0,0,0,0,455.226485,455.2472147,455.278258,455.310307,455.3467133,455.3819369,455.4168543,455.4526881,455.4903253,455.5322245,455.5732717,455.6183963
0,545077.3706,3480009.115,0,0.02919708,0.100946372,0.122965642,0.137970353,0.151949085,0.153306027,0.141513659,0.128677774,0.128958631,0.140309156,0.160199005,0.108108108,0.277372263,0.321766562,0.347197107,0.368301026,0.341288783,0.320655354,0.324227497,0.321517192,0.305278174,0.288941736,0.273034826,0,0,0,0,0,0,0,0,0,0,0,0,461.6852095,461.6976098,461.7135605,461.7284842,461.7447746,461.7584162,461.7701466,461.7822373,461.7968414,461.8185144,461.8454203,461.8802719
1,551767.3706,3476949.115,0,0.03649635,0.167192429,0.224231465,0.236031927,0.225934765,0.217671153,0.248096731,0.275788727,0.310699001,0.318906064,0.319800995,0,0.00729927,0.003154574,0.001808318,0.001140251,0.002386635,0.010532475,0.017913121,0.032612549,0.043081312,0.053745541,0.070248756,1,0.781021898,0.567823344,0.444846293,0.348916762,0.292760541,0.23698069,0.191670399,0.155618575,0.126676177,0.109869203,0.093134328,479.0992811,479.1025455,479.1128334,479.1260786,479.1434197,479.1627629,479.1855406,479.2100411,479.2343418,479.2576983,479.2769534,479.2955975
1,553297.3706,3476799.115,0.324324324,0.423357664,0.454258675,0.394213382,0.377423033,0.38743039,0.416032768,0.39856695,0.375044311,0.334664765,0.310344828,0.310447761,0,0.02919708,0.022082019,0.023508137,0.042189282,0.043754972,0.042715038,0.039856695,0.036157391,0.034522111,0.033769322,0.038208955,0,0,0,0,0,0,0,0.000895656,0.004962779,0.016547789,0.021403092,0.024079602,482.9301172,482.9016389,482.8620282,482.8011003,482.7225539,482.6417206,482.5639685,482.4921979,482.4276025,482.366955,482.318195,482.2758208
1,477307.3706,3478719.115,0.162162162,0.087591241,0.056782334,0.034358047,0.021664766,0.015115354,0.011117613,0.016569637,0.016660759,0.013409415,0.016409037,0.017512438,0.297297297,0.416058394,0.485804416,0.506329114,0.529076397,0.568019093,0.58221182,0.577250336,0.576745835,0.571754636,0.556718193,0.532338308,0,0,0,0,0,0,0,0,0,0,0,0,493.8157373,493.809765,493.7717204,493.7724484,493.8177553,493.8954539,494.0121869,494.1552761,494.3114892,494.476165,494.6270605,494.7951804
0,476467.3706,3480969.115,0,0,0,0,0.003420753,0.009546539,0.022235225,0.024182714,0.022332506,0.027960057,0.028537455,0.030447761,0.378378378,0.481751825,0.567823344,0.540687161,0.472063854,0.422434368,0.40140433,0.387371249,0.360155973,0.335235378,0.301070155,0.28278607,0,0,0,0,0,0,0,0,0,0,0,0,502.6306474,502.6306482,502.6638292,502.7885925,502.985113,503.2237034,503.4849344,503.7548737,504.0247549,504.3040412,504.5619074,504.8356597
1,476707.3706,3483489.115,0,0,0,0.001808318,0.005701254,0.008750994,0.006436513,0.010747873,0.017724211,0.019400856,0.01902497,0.023482587,0.081081081,0.116788321,0.167192429,0.204339964,0.232611174,0.241050119,0.248098303,0.231527094,0.220843672,0.205991441,0.193103448,0.184676617,0.081081081,0.02189781,0.009463722,0.005424955,0.003420753,0.002386635,0.001755413,0.001343484,0.001063453,0.00085592,0.000713436,0.000597015,506.7134944,506.7134965,506.7134415,506.7060477,506.6951927,506.6960882,506.7098844,506.721989,506.7287439,506.728736,506.7234973,506.7123516
0,475747.3706,3485979.115,0,0,0,0,0,0,0,0,0,0,0,0.000995025,0,0.058394161,0.104100946,0.13562387,0.136830103,0.140015911,0.136922177,0.128974474,0.115916342,0.09871612,0.090130797,0.093930348,0,0,0,0,0,0,0,0,0,0,0,0,491.2306791,491.2022155,491.1710489,491.1367764,491.0937111,491.0511094,491.0094826,490.9691319,490.9306202,490.8943058,490.8717657,490.8596719
0,473197.3706,3487959.115,0,0,0,0,0,0,0,0,0,0,0,0,0.594594595,0.532846715,0.391167192,0.399638336,0.423033067,0.396976929,0.389116442,0.393640842,0.404820985,0.394293866,0.370511296,0.355223881,0,0,0,0,0,0,0,0,0,0.002282454,0.007609988,0.008358209,479.4020023,479.4313985,479.5052354,479.5888626,479.6880936,479.7888248,479.8920999,480.0024553,480.1158421,480.2456046,480.3926365,480.5759862
1,474247.3706,3482979.115,0,0,0,0,0,0.005568815,0.021650088,0.025974026,0.021269054,0.019971469,0.02901308,0.029253731,0,0,0,0.003616637,0.009122007,0.007955449,0.005851375,0.00447828,0.012761432,0.012268188,0.010701546,0.013134328,0,0,0,0,0,0,0,0,0,0,0,0,508.0244586,508.0244626,508.0169948,507.9873704,507.9596075,507.9402352,507.9258748,507.9099406,507.8871301,507.8563262,507.8228178,507.7838622
0,474277.3706,3479559.115,0,0,0,0.012658228,0.017103763,0.020684169,0.015213575,0.011643529,0.010634527,0.011126961,0.01117717,0.011343284,0.027027027,0.160583942,0.296529968,0.267631103,0.255416192,0.247414479,0.267407841,0.289744738,0.317263382,0.325249643,0.323186683,0.324776119,0,0,0,0,0,0,0,0,0,0,0,0,521.5056301,521.4072119,521.2810885,521.1630507,521.0267818,520.8915018,520.7543312,520.6116269,520.4685513,520.314007,520.1524888,519.9552477
1,474067.3706,3481059.115,0,0.01459854,0.063091483,0.04159132,0.03990878,0.047732697,0.061439438,0.068965517,0.062743708,0.05192582,0.050891795,0.055721393,0,0,0.034700315,0.045207957,0.052451539,0.07239459,0.079578701,0.081504702,0.095710741,0.112410842,0.121284185,0.143482587,0,0,0,0,0,0,0,0,0,0,0,0,520.162304,520.1623058,520.1944112,520.2708311,520.3772062,520.4913595,520.606518,520.7034849,520.7790506,520.8375797,520.8732821,520.8875471
0,472867.3706,3483669.115,0,0,0,0,0,0,0.002925688,0.004030452,0.005317263,0.005706134,0.006420927,0.007363184,0,0,0,0,0,0,0,0.004030452,0.014888337,0.021398003,0.029964328,0.045771144,0,0,0,0,0,0,0,0.003582624,0.008507621,0.006847361,0.005707491,0.004776119,501.1465174,501.1465247,501.1609455,501.2203611,501.3098294,501.4285404,501.6098922,501.8536889,502.1463803,502.4920594,502.8398375,503.2447135
1,471157.3706,3485349.115,0,0,0,0,0,0.000795545,0.006436513,0.013882669,0.019851117,0.021968616,0.021640904,0.019104478,0,0.03649635,0.028391167,0.018083183,0.050171038,0.08353222,0.091866589,0.089117779,0.089684509,0.094436519,0.094887039,0.091542289,0,0,0,0,0,0,0,0,0,0,0,0,517.0304236,517.0304249,517.0305854,517.0568251,517.1529142,517.2964983,517.4677756,517.6357379,517.7903457,517.933527,518.0538971,518.1701722
1,470827.3706,3487359.115,0,0,0,0,0.011402509,0.011137629,0.008191925,0.006269592,0.004962779,0.003994294,0.00332937,0.00278607,0,0,0.009463722,0.007233273,0.012542759,0.014319809,0.010532475,0.013882669,0.021978022,0.032810271,0.041141498,0.059303483,0,0,0,0,0,0,0,0,0,0,0,0,505.2760967,505.285144,505.3051109,505.3264931,505.3515602,505.3841483,505.4266316,505.4730107,505.518863,505.5667487,505.6142811,505.6689845
1,469567.3706,3487389.115,0,0,0,0,0,0,0,0,0,0,0,0,0.324324324,0.299270073,0.347003155,0.370705244,0.381984036,0.3858393,0.414277355,0.432154053,0.430698334,0.425677603,0.421878716,0.409353234,0,0,0,0,0,0,0,0,0,0,0,0,521.1407867,521.1407943,521.1408112,521.1412698,521.1548005,521.2033266,521.2785899,521.3675595,521.4647157,521.570187,521.667609,521.7688099
0,468607.3706,3483819.115,0.189189189,0.051094891,0.034700315,0.028933092,0.018244014,0.012728719,0.0093622,0.008508733,0.0067352,0.005420827,0.00451843,0.0039801,0.27027027,0.372262774,0.492113565,0.493670886,0.505131129,0.490055688,0.508484494,0.527541424,0.540588444,0.556348074,0.568370987,0.570348259,0,0,0,0,0,0,0,0,0,0,0,0,545.4792827,545.4792797,545.4768563,545.3930507,545.1741794,544.8693073,544.4947877,544.103555,543.7074437,543.2930361,542.9077447,542.5017501
1,469597.3706,3482079.115,0,0,0,0,0,0,0,0,0,0.00085592,0.001189061,0.000995025,0.378378378,0.437956204,0.457413249,0.457504521,0.501710376,0.565632458,0.610883558,0.638154948,0.668557249,0.686162625,0.698692033,0.711840796,0,0,0,0,0,0,0,0,0,0,0,0,522.2121104,522.2121074,522.2253618,522.2657334,522.3108255,522.3648924,522.4338655,522.5099881,522.5899717,522.6743995,522.7473146,522.8115494
0,467077.3706,3484449.115,0,0,0,0,0,0,0,0,0,0.000285307,0.000951249,0.001791045,0.27027027,0.394160584,0.47318612,0.508137432,0.498289624,0.502784407,0.511995319,0.514106583,0.513647643,0.514407989,0.506302021,0.494328358,0,0,0,0,0,0,0,0,0,0,0,0,539.9470132,539.9470041,539.9469943,539.9461904,539.950776,539.9775997,540.0306108,540.0796755,540.118257,540.1435627,540.1557287,540.1576035
1,465427.3706,3485049.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03649635,0.116719243,0.150090416,0.179019384,0.183770883,0.183733177,0.201522615,0.241403758,0.27275321,0.301545779,0.32318408,0,0,0,0,0,0,0,0,0,0,0,0,537.1738314,537.0477602,536.9121515,536.8313177,536.7612195,536.7041829,536.6568801,536.6064222,536.5593366,536.5173976,536.4795162,536.441517
0,463627.3706,3483879.115,0,0,0,0.001808318,0.002280502,0.00159109,0.004095963,0.00447828,0.003544842,0.002853067,0.003804994,0.00318408,0,0,0,0.016274864,0.043329532,0.037390613,0.038619075,0.048365428,0.061325771,0.069044223,0.078715815,0.092736318,0,0,0,0,0,0,0,0,0.000708968,0.001141227,0.000951249,0.00079602,525.5837765,525.6179778,525.6578644,525.7158425,525.8022929,525.8982412,526.00225,526.1221732,526.2546892,526.3939257,526.5186463,526.6476002
1,462007.3706,3482709.115,0,0,0,0,0,0,0,0.007165249,0.010634527,0.010841655,0.011652794,0.009751244,0.540540541,0.496350365,0.410094637,0.338155515,0.312428734,0.291964996,0.274429491,0.263322884,0.256292095,0.242510699,0.228061831,0.216517413,0,0,0,0,0,0,0,0,0,0,0,0.000597015,513.1868072,513.1828584,513.1786144,513.1747779,513.1782053,513.1976549,513.2405225,513.3005121,513.3659019,513.4231389,513.4655605,513.5017684
0,460027.3706,3481179.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109489051,0.132492114,0.142857143,0.177879133,0.188544153,0.21357519,0.245857591,0.263027295,0.283594864,0.306064209,0.327164179,0,0,0,0,0,0,0,0,0,0,0,0,472.6627923,472.6627906,472.6784744,472.7395696,472.8397543,472.9689476,473.119667,473.2941865,473.5065119,473.7664282,474.0324211,474.3364259
1,465847.3706,3487209.115,0,0,0,0,0,0,0,0,0,0,0,0,0.162162162,0.240875912,0.246056782,0.262206148,0.294184721,0.291169451,0.310122879,0.332288401,0.335696562,0.35149786,0.365041617,0.374129353,0,0,0,0,0,0,0,0,0,0,0,0,544.3170183,544.3229882,544.3483894,544.3230924,544.2151697,544.0575084,543.8679816,543.6585866,543.4344593,543.1889592,542.9542409,542.6985306
0,465427.3706,3489069.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01084991,0.07981756,0.145584726,0.188414277,0.212718316,0.22651542,0.240798859,0.251843044,0.256318408,0,0,0,0,0,0,0,0,0,0,0,0,534.5979499,534.5979543,534.5896897,534.5208453,534.3804811,534.1995639,533.9758236,533.7042715,533.3980725,533.0526664,532.7123063,532.3161459
1,465847.3706,3490329.115,0,0,0,0,0,0,0,0,0,0,0,0,1,0.897810219,0.839116719,0.82278481,0.81299886,0.790771679,0.77004096,0.737124944,0.693016661,0.645649073,0.607134364,0.575721393,0,0,0,0,0,0,0,0,0,0,0,0,510.7252131,510.7292995,510.7535828,510.7862369,510.8267669,510.8687043,510.9099831,510.9362626,510.9431694,510.9315768,510.9143485,510.893607
1,463927.3706,3489279.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03649635,0.018927445,0.027124774,0.030786773,0.038186158,0.064950263,0.07523511,0.071960298,0.064194009,0.058501784,0.053134328,0,0,0,0,0,0,0,0,0,0,0,0,536.68363,536.6836325,536.683634,536.6828829,536.6820588,536.6550367,536.5721218,536.4493454,536.2902189,536.0939148,535.890118,535.6486605
0,540187.3706,3539379.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513513514,0.394160584,0.353312303,0.379746835,0.304446978,0.246618934,0.200117028,0.170174653,0.149237859,0.134379458,0.124851367,0.114626866,357.7585466,357.8352267,357.9308843,358.0298314,358.1428572,358.251842,358.3595675,358.4710143,358.5877418,358.7148618,358.8373632,358.972519
0,538507.3706,3540219.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006269592,0.01843318,0.018259629,0.021403092,0.020298507,0.675675676,0.525547445,0.444794953,0.381555154,0.297605473,0.261734288,0.241661791,0.210479176,0.184686281,0.163195435,0.147681332,0.134129353,356.9546113,356.9295688,356.8949599,356.865532,356.8401599,356.8238487,356.8162311,356.828025,356.8589537,356.9082619,356.9649154,357.033212
0,536137.3706,3541779.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486486486,0.518248175,0.416403785,0.365280289,0.303306727,0.241845664,0.195435927,0.161218092,0.133995037,0.118402282,0.111296076,0.105074627,351.3970353,351.4013238,351.4073959,351.4144902,351.4352303,351.4665655,351.5059931,351.5492272,351.5948772,351.6457348,351.6947308,351.7492253
0,532207.3706,3543039.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182481752,0.205047319,0.179023508,0.136830103,0.121718377,0.115857226,0.113748321,0.110953563,0.103566334,0.095362663,0.0839801,343.0364998,343.056932,343.0870043,343.1241424,343.169685,343.2161468,343.2637721,343.3162072,343.3766154,343.4472406,343.5176155,343.596012
0,484987.3706,3508659.115,0,0.02919708,0.028391167,0.04159132,0.042189282,0.045346062,0.045640726,0.039408867,0.03438497,0.032810271,0.02901308,0.024477612,0,0,0,0,0.012542759,0.024661893,0.036863663,0.050604568,0.07302375,0.092154066,0.108680143,0.123781095,0.702702703,0.518248175,0.413249211,0.289330922,0.262257697,0.239459029,0.201287303,0.177339901,0.155618575,0.138088445,0.12175981,0.110049751,376.6492631,376.6608686,376.6735402,376.6851451,376.7046623,376.7342534,376.778388,376.8337679,376.8988523,376.976896,377.0562915,377.1473067
0,507067.3706,3511599.115,0,0,0,0,0,0,0.00702165,0.015673981,0.022332506,0.032810271,0.046848989,0.062686567,0,0,0,0.007233273,0.007981756,0.005568815,0.004095963,0.003134796,0.00248139,0.005420827,0.007372176,0.012537313,0,0,0.066246057,0.090415913,0.101482326,0.101034208,0.091281451,0.081504702,0.074441687,0.065049929,0.060642093,0.052736318,415.8392598,415.832242,415.872502,416.0052841,416.1900041,416.3926135,416.6085802,416.8392958,417.0963729,417.3913348,417.6839336,418.0151531
1,535477.3706,3510999.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197080292,0.29022082,0.303797468,0.324971494,0.396976929,0.457577531,0.493954322,0.520737327,0.546077033,0.571224732,0.585273632,0.432432432,0.153284672,0.066246057,0.037974684,0.023945268,0.016706444,0.012287888,0.009404389,0.007444169,0.005991441,0.004994055,0.004179104,396.1385061,396.1507107,396.1666725,396.1816244,396.1982757,396.2141963,396.2298887,396.2460551,396.2626335,396.2790758,396.2927019,396.3043418
0,531187.3706,3506469.115,0,0,0,0,0,0,0,0,0,0,0,0,0.297297297,0.671532847,0.845425868,0.884267631,0.90649943,0.910103421,0.906377999,0.901925661,0.90606168,0.894151213,0.879904875,0.866666667,0.702702703,0.328467153,0.14511041,0.08318264,0.058152794,0.046937152,0.03978935,0.034930587,0.02764977,0.022253923,0.018549346,0.015522388,424.1762869,424.1763096,424.1766363,424.1771644,424.1808733,424.1897691,424.2029586,424.218795,424.234526,424.248605,424.2595192,424.2690372
0,529867.3706,3506859.115,0,0,0,0,0,0.000795545,0.005266238,0.006717421,0.007798653,0.008844508,0.009274673,0.008756219,0.459459459,0.715328467,0.757097792,0.768535262,0.789053592,0.791567224,0.785254535,0.777429467,0.771712159,0.761483595,0.755053508,0.765373134,0.540540541,0.182481752,0.078864353,0.045207957,0.028506271,0.019888624,0.014628438,0.011195701,0.008862106,0.007132668,0.005945303,0.005970149,431.3559521,431.35228,431.3297882,431.2993522,431.2421841,431.1615549,431.0654214,430.9616649,430.8540318,430.7396463,430.6360233,430.5289059
1,529057.3706,3507879.115,0,0,0,0.021699819,0.050171038,0.050914877,0.042129901,0.043887147,0.05281815,0.04764622,0.045184304,0.051144279,0.081081081,0.291970803,0.394321767,0.367088608,0.374002281,0.440731901,0.527208894,0.581728616,0.612548742,0.641940086,0.66706302,0.67920398,0.594594595,0.313868613,0.135646688,0.077757685,0.049030787,0.034208433,0.025160913,0.019256605,0.015242822,0.012268188,0.010225922,0.009353234,436.3299519,436.3277278,436.29902,436.2312737,436.1281999,436.0117523,435.885697,435.746276,435.5942233,435.4241135,435.2600275,435.0789551
1,531337.3706,3508479.115,0,0,0,0,0,0,0,0,0,0,0,0.00079602,0.567567568,0.722627737,0.832807571,0.902350814,0.925883694,0.92124105,0.891164424,0.885803851,0.882311237,0.867332382,0.846848989,0.829253731,0.432432432,0.211678832,0.123028391,0.070524412,0.044469783,0.031026253,0.022820363,0.017465293,0.013824885,0.011126961,0.009274673,0.007761194,422.7559064,422.7559068,422.7555747,422.7498759,422.7315929,422.7045974,422.6681025,422.6215667,422.5679299,422.506539,422.4467232,422.3810523
1,528547.3706,3510189.115,0,0,0.022082019,0.036166365,0.034207526,0.030230708,0.03042715,0.025526198,0.023395959,0.027389444,0.027348395,0.034825871,0.027027027,0.204379562,0.23659306,0.278481013,0.307867731,0.327764519,0.36395553,0.381101657,0.393123006,0.403994294,0.417360285,0.419303483,0.432432432,0.138686131,0.075709779,0.056057866,0.035347777,0.024661893,0.018139263,0.013882669,0.010989011,0.008844508,0.007372176,0.006169154,430.0593649,430.0593812,430.0674526,430.0862468,430.1110439,430.137369,430.164913,430.1935869,430.224139,430.2586518,430.293737,430.3348356
0,539047.3706,3479289.115,0,0,0,0,0,0,0,0,0,0,0,0,0.243243243,0.678832117,0.735015773,0.737793852,0.725199544,0.760540971,0.776477472,0.754142409,0.741935484,0.746077033,0.765279429,0.774129353,0.756756757,0.306569343,0.138801262,0.079566004,0.061573546,0.050119332,0.045640726,0.049261084,0.045373981,0.038516405,0.033055886,0.028258706,442.9500534,442.9500534,442.9499548,442.9468061,442.9405419,442.9331997,442.9298782,442.9351029,442.9503755,442.9759905,443.0059594,443.0450137
0,539617.3706,3476859.115,0,0,0,0,0,0,0,0,0,0,0,0,0.486486486,0.437956204,0.507886435,0.613019892,0.649942987,0.696897375,0.747220597,0.779220779,0.809996455,0.837375178,0.852794293,0.865273632,0.513513514,0.540145985,0.466876972,0.35443038,0.316989738,0.268894193,0.216500878,0.178683386,0.151364764,0.127817404,0.11391201,0.099303483,437.8093699,437.8347326,437.8674342,437.8983808,437.9330507,437.9663866,437.9993955,438.0334411,438.0680191,438.1061215,438.1438049,438.1860729
